id,nationality,visa_type,consulate,submission_date,decision_date,processing_days,documents_submitted,document_count,sponsor_type,prior_travel,status
case_000858,Bangladesh,L-1,Ciudad Juarez,2025-01-30,2025-04-12,72,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,self,True,approved
case_000008,South Korea,H-1B,Manila,2025-01-30,2025-05-11,101,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,government,False,approved
case_003648,Nigeria,H-1B,Mexico City,2025-01-30,2025-06-17,138,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_004782,Mexico,H-1B,Shenyang,2025-01-30,2025-05-16,106,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,True,approved
case_003343,Canada,F-1,Toronto,2025-01-30,2025-02-25,26,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,approved
case_001059,South Korea,H-1B,Mumbai,2025-01-30,2025-05-07,97,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,family,True,approved
case_003109,Bangladesh,F-1,Mexico City,2025-01-31,2025-03-18,46,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,True,approved
case_004235,Nigeria,F-1,London,2025-01-31,2025-03-02,30,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,university,True,approved
case_004802,Taiwan,H-1B,Toronto,2025-01-31,2025-04-01,60,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_001739,Germany,L-1,Guadalajara,2025-01-31,2025-03-21,49,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,self,True,approved
case_004810,Brazil,B1/B2,Beijing,2025-01-31,2025-04-05,64,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,government,True,rfe
case_004761,Bangladesh,H-1B,Tokyo,2025-01-31,2025-04-10,69,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,self,True,approved
case_000756,Nigeria,H-1B,London,2025-01-31,2025-05-28,117,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,government,False,approved
case_002342,India,H-1B,Guangzhou,2025-01-31,2025-04-27,86,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,university,True,approved
case_003432,Mexico,H-1B,Chennai,2025-01-31,2025-04-14,73,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,employer,False,approved
case_001209,Japan,O-1,New Delhi,2025-01-31,2025-04-10,69,"['Travel Itinerary', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,government,False,rfe
case_000309,Japan,H-1B,Guadalajara,2025-01-31,2025-07-04,154,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,rfe
case_003437,Nigeria,L-1,Seoul,2025-01-31,2025-04-18,77,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,government,False,approved
case_004689,Bangladesh,F-1,Shenyang,2025-01-31,2025-03-12,40,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_004849,India,H-1B,Manila,2025-01-31,2025-06-30,150,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_004878,Vietnam,H-1B,Frankfurt,2025-01-31,2025-05-07,96,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,approved
case_002209,Nigeria,B1/B2,Guangzhou,2025-01-31,2025-03-10,38,"['Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,self,False,approved
case_004534,Canada,H-1B,Shenyang,2025-01-31,2025-09-08,220,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,employer,False,rfe
case_003337,Germany,F-1,Mumbai,2025-01-31,2025-03-15,43,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_002615,Taiwan,F-1,Ciudad Juarez,2025-01-31,2025-03-04,32,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,self,False,approved
case_001384,Philippines,H-1B,London,2025-02-01,2025-05-30,118,"['Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_004603,Bangladesh,L-1,Guangzhou,2025-02-01,2025-04-10,68,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,government,True,approved
case_004756,Mexico,B1/B2,Hyderabad,2025-02-01,2025-03-04,31,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",7,government,False,approved
case_001530,Philippines,F-1,Mumbai,2025-02-01,2025-03-15,42,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,True,approved
case_002423,Pakistan,F-1,London,2025-02-01,2025-02-25,24,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,approved
case_002990,China,H-1B,Manila,2025-02-01,2025-06-11,130,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,self,False,approved
case_004977,Brazil,B1/B2,Shanghai,2025-02-01,2025-03-01,28,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,government,True,approved
case_002758,Japan,H-1B,Toronto,2025-02-01,2025-06-04,123,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,self,False,approved
case_003122,Germany,H-1B,Toronto,2025-02-01,2025-05-23,111,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,False,approved
case_001413,United Kingdom,H-1B,Chennai,2025-02-01,2025-04-18,76,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,True,approved
case_003418,India,H-1B,Guadalajara,2025-02-01,2025-05-20,108,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,approved
case_000410,Japan,H-1B,Tokyo,2025-02-01,2025-04-15,73,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_004190,Philippines,H-1B,Beijing,2025-02-01,2025-05-25,113,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,True,approved
case_003285,Bangladesh,B1/B2,Beijing,2025-02-02,2025-03-12,38,"['Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",6,government,False,approved
case_001686,Pakistan,H-1B,Toronto,2025-02-02,2025-04-14,71,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,government,True,approved
case_000461,South Korea,F-1,Frankfurt,2025-02-02,2025-03-13,39,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_002575,Nigeria,B1/B2,Frankfurt,2025-02-02,2025-02-16,14,"['Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,government,False,approved
case_004299,Bangladesh,L-1,Seoul,2025-02-02,2025-04-25,82,"['Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,True,approved
case_002604,Canada,H-1B,New Delhi,2025-02-02,2025-06-21,139,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,self,False,approved
case_004702,Philippines,B1/B2,Frankfurt,2025-02-02,2025-03-07,33,"['Travel Itinerary', 'Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,True,rfe
case_003970,Bangladesh,F-1,Seoul,2025-02-02,2025-03-04,30,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,government,False,approved
case_004668,Nigeria,H-1B,Mexico City,2025-02-02,2025-07-03,151,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,rfe
case_002202,Pakistan,H-1B,Ciudad Juarez,2025-02-02,2025-04-27,84,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,False,approved
case_003581,Canada,F-1,Ciudad Juarez,2025-02-02,2025-02-23,21,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,approved
case_001855,Mexico,H-1B,Shenyang,2025-02-02,2025-04-12,69,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_000955,Mexico,H-1B,Manila,2025-02-02,2025-05-27,114,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_003018,Germany,H-1B,Shenyang,2025-02-02,2025-04-26,83,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_003059,United Kingdom,H-1B,Tokyo,2025-02-02,2025-05-08,95,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,self,False,approved
case_004041,Brazil,L-1,Manila,2025-02-02,2025-05-11,98,"['Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,university,False,approved
case_001777,Germany,O-1,Hyderabad,2025-02-02,2025-03-13,39,"['Travel Itinerary', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,approved
case_003429,Japan,H-1B,Frankfurt,2025-02-02,2025-05-19,106,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_004633,Germany,H-1B,Toronto,2025-02-03,2025-04-14,70,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",10,government,True,approved
case_000721,Philippines,F-1,New Delhi,2025-02-03,2025-03-01,26,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_003498,Philippines,F-1,Beijing,2025-02-03,2025-03-12,37,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,approved
case_002358,Mexico,H-1B,Shanghai,2025-02-03,2025-05-01,87,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,employer,True,approved
case_001705,China,F-1,Shanghai,2025-02-03,2025-03-16,41,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,True,approved
case_004443,Nigeria,F-1,Tokyo,2025-02-03,2025-03-20,45,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,university,False,approved
case_003971,Nigeria,O-1,Ciudad Juarez,2025-02-03,2025-03-15,40,"['I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,denied
case_003296,Brazil,B1/B2,New Delhi,2025-02-03,2025-03-04,29,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,government,False,approved
case_002657,India,F-1,Guangzhou,2025-02-03,2025-03-21,46,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,approved
case_002640,Vietnam,H-1B,Kolkata,2025-02-03,2025-06-13,130,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,approved
case_000122,Mexico,F-1,Mexico City,2025-02-04,2025-03-24,48,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,family,True,approved
case_003311,Nigeria,F-1,Kolkata,2025-02-04,2025-04-26,81,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,rfe
case_004233,China,B1/B2,London,2025-02-04,2025-02-22,18,"['Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,employer,False,approved
case_004899,India,F-1,Mumbai,2025-02-04,2025-03-20,44,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,university,False,approved
case_003469,China,F-1,Frankfurt,2025-02-04,2025-03-19,43,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",11,government,True,approved
case_003617,Japan,F-1,Beijing,2025-02-04,2025-03-16,40,"['Financial Docs', 'I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,government,False,approved
case_000495,Japan,F-1,Guangzhou,2025-02-04,2025-03-16,40,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,self,False,approved
case_002187,Taiwan,F-1,Shanghai,2025-02-04,2025-03-16,40,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_000826,Japan,H-1B,Chennai,2025-02-04,2025-06-21,137,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,university,False,rfe
case_000900,Philippines,L-1,Mexico City,2025-02-04,2025-03-28,52,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_002796,Mexico,L-1,Seoul,2025-02-04,2025-04-29,84,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,government,True,approved
case_003961,Vietnam,F-1,Manila,2025-02-04,2025-03-22,46,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,government,False,approved
case_000387,India,B1/B2,Kolkata,2025-02-04,2025-03-12,36,"['Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",6,university,False,approved
case_000747,Mexico,F-1,Beijing,2025-02-04,2025-03-16,40,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_002765,Pakistan,O-1,Mumbai,2025-02-04,2025-04-05,60,"['I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,approved
case_000427,Germany,H-1B,Tokyo,2025-02-04,2025-06-15,131,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,employer,False,approved
case_003336,Mexico,F-1,Ciudad Juarez,2025-02-05,2025-03-16,39,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,approved
case_002701,Japan,B1/B2,Tokyo,2025-02-05,2025-03-02,25,"['Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",6,government,True,approved
case_000399,United Kingdom,F-1,London,2025-02-05,2025-03-28,51,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,rfe
case_004295,Pakistan,H-1B,Guangzhou,2025-02-05,2025-05-17,101,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,False,approved
case_003225,Canada,H-1B,Frankfurt,2025-02-05,2025-08-21,197,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,True,rfe
case_000948,China,F-1,Kolkata,2025-02-05,2025-03-28,51,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",9,university,False,approved
case_000973,Taiwan,B1/B2,Hyderabad,2025-02-05,2025-02-27,22,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,university,False,approved
case_000435,Taiwan,B1/B2,Shanghai,2025-02-05,2025-02-26,21,"['Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",5,employer,False,approved
case_001266,China,B1/B2,Tokyo,2025-02-05,2025-02-17,12,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,family,False,approved
case_003850,Bangladesh,F-1,Kolkata,2025-02-05,2025-03-10,33,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_002609,Canada,B1/B2,London,2025-02-05,2025-02-23,18,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,government,True,approved
case_000732,Mexico,F-1,Manila,2025-02-05,2025-03-23,46,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,employer,True,approved
case_002714,Pakistan,F-1,Frankfurt,2025-02-05,2025-03-05,28,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,government,False,approved
case_001613,Vietnam,F-1,Guadalajara,2025-02-06,2025-03-04,26,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_003127,Japan,H-1B,Manila,2025-02-06,2025-05-12,95,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,family,True,approved
case_003616,Philippines,B1/B2,New Delhi,2025-02-06,2025-03-02,24,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,government,False,approved
case_000263,Taiwan,F-1,Hyderabad,2025-02-06,2025-03-22,44,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,employer,False,approved
case_003165,Brazil,F-1,Guadalajara,2025-02-06,2025-03-07,29,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_001504,Brazil,F-1,Ciudad Juarez,2025-02-06,2025-03-04,26,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_003689,United Kingdom,F-1,Kolkata,2025-02-06,2025-03-13,35,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,employer,True,approved
case_003614,China,F-1,Tokyo,2025-02-06,2025-03-21,43,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,university,True,approved
case_000020,Germany,H-1B,Guangzhou,2025-02-06,2025-05-24,107,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,True,approved
case_004285,United Kingdom,F-1,Toronto,2025-02-06,2025-03-10,32,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_004512,Brazil,H-1B,Toronto,2025-02-06,2025-04-27,80,"['Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,True,approved
case_002727,Nigeria,F-1,Mexico City,2025-02-07,2025-03-22,43,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,True,approved
case_003489,Vietnam,L-1,Kolkata,2025-02-07,2025-04-06,58,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,False,approved
